action	imageStyle	message	startTime	endTime	room	roomId	mapId	sessionTimeID	title	abb	description	id
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 12:15 PM	1:15 PM	MGM, Level 3, Premiere Ballroom 316	2013	0	11255	GPS: Blockchain and the Road to Innovation	GPSTEC303 -	For many, Blockchain has been a black box with little standardization on how to use the technology. The need to understand a multitude of protocols, consortiums, and... View More	15126
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 3:15 PM	4:15 PM	MGM, Level 1, Grand Ballroom 122	2007	0	11273	GPS: Continuous Compliance for Healthcare and Life Sciences	GPSTEC306 -	Healthcare and life sciences companies often have to adhere to specific regulatory requirements, such as GxP or HIPAA. The ability to treat your application environment as... View More	15129
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 2:30 PM	3:30 PM	MGM, Level 1, Grand Ballroom 117	2010	0	10838	GPS: SaaS Metrics: The Ultimate View of Tenant Consumption	GPSTEC308 -	SaaS architects must always have their finger on the pulse of tenant consumption. Understanding the patterns for tenant consumption provides both business and technical teams... View More	15131
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 4:00 PM	5:00 PM	MGM, Level 1, Grand Ballroom 117	2010	0	10839	GPS: SaaS Monitoring: Creating a Unified View of Multitenant Health featuring New Relic	GPSTEC309 -	Supporting a multitenant environment requires a robust management and monitoring strategy. SaaS operations teams require tools and views of system health that allow them to... View More	15132
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 5:30 PM	6:30 PM	MGM, Level 3, Premiere Ballroom 319	2012	0	11271	GPS: IAM Best Practices and Becoming an IAM Ninja	GPSTEC310 -	AWS Identity and Access Management (IAM) is the foundation that all AWS services require to function and perform any action. Mastering IAM is the skill set you need in your... View More	15133
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 4:45 PM	5:45 PM	MGM, Level 3, Premiere Ballroom 316	2013	0	10847	GPS: Real-Time Data Processing with AWS Lambda Quickly, at Scale, and What Comes Next?	GPSTEC313 -	Real-time data processing is a powerful technique that allows businesses to make agile automated decisions. This process is particularly powerful when applied to workloads... View More	15136
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 1:45 PM	2:45 PM	MGM, Level 3, Premiere Ballroom 316	2013	0	10849	GPS: From Monolithic to Serverless – Why and How to Move	GPSTEC314 -	Is your customer worried about scaling their monolithic application for an upcoming major event and has a tight timeline? Maybe it's time you recommend moving their... View More	15137
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 1:00 PM	2:00 PM	MGM, Level 3, Premiere Ballroom 319	2012	0	10855	GPS: Optimizing Tips: Amazon Redshift for Cloud Data Warehousing	GPSTEC315 -	Amazon Redshift is a fully managed, petabyte-scale data warehouse service in the cloud.  A proper data model is an integral part of an optimal Amazon Redshift deployment. It... View More	15183
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 3:15 PM	4:15 PM	MGM, Level 1, Grand Ballroom 119	2009	0	10833	GPS: From Leaves to Lawns: AWS Greengrass at the Edge and Beyond	GPSTEC317 -	AWS Greengrass provides a wide range of opportunities from IoT gateway applications to building systems like those with microservice architectures. In this session, we first... View More	15140
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 4:00 PM	5:00 PM	MGM, Level 1, Grand Ballroom 117	2010	0	10842	GPS: Paving the Yellow Brick Road to the Cloud	GPSTEC320 -	You want to go to the cloud, but you are blocked by legacy technical debt. In this session, we guide you into the cloud using trusted application platforms like OpenShift and... View More	15143
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 3:15 PM	4:15 PM	MGM, Level 1, Grand Ballroom 119	2009	0	10836	GPS: VMware on AWS Cloud Technical Deep Dive & Native AWS Services Integration	GPSTEC321 -	Do you know that customers can seamlessly migrate on-premises applications to VMware Cloud on AWS? Come learn the compute, network, and storage architecture of the VMware... View More	15144
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 4:45 PM	5:45 PM	MGM, Level 1, Grand Ballroom 119	2009	0	10835	GPS: VMware on AWS Cloud Technical Deep Dive & Native AWS Services Integration (repeat)	GPSTEC321-R -	Do you know that customers can seamlessly migrate on-premises applications to VMware Cloud on AWS? Come learn the compute, network, and storage architecture of the VMware... View More	15181
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 1:00 PM	2:00 PM	MGM, Level 1, Grand Ballroom 117	2010	0	10844	GPS: Creating Your Virtual Data Center: VPC Fundamentals, Connectivity Options, and Partners	GPSTEC322 -	In this session, we walk through the fundamentals of Amazon VPC. First, we cover build-out and design fundamentals for VPC, including picking your IP space, subnetting,... View More	15145
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 11:30 AM	12:30 PM	MGM, Level 1, Grand Ballroom 117	2010	0	10845	GPS: Enterprise Storage	GPSTEC325 -	Dive deep into storage solutions for enterprise applications, debunk performance and availability perceptions, and learn about anti-patterns. Focusing on consulting and... View More	15174
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 4:00 PM	5:00 PM	MGM, Level 1, Grand Ballroom 124	2008	0	11547	GPS: Industry 4.0: AI and the Future of Manufacturing	GPSTEC326 -	Advances in artificial intelligence, machine learning, and deep learning, along with the rapid deployment of Internet of Things (IoT) devices, are changing how physical... View More	17769
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 12:00 PM	1:00 PM	Venetian, Level 4, Delfino 4002	1981	0	10505	Simplifying Healthcare Data Management on AWS	HLC301 -	Healthcare data is often large and complex enough to be complete, or simple enough to be usable: choose one. In this session, you will learn how Cerner tackled this problem... View More	14437
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 3:15 PM	4:15 PM	Venetian, Level 4, Delfino 4002	1981	0	10507	How Verge Health Leverages Automation to Provide a Mission-Critical, 24x7x365 Health Solution on AWS	HLC305 -	Learn how to effectively use AWS automation for healthcare compliance. In this session, Verge Health (SaaS provider for practitioner management, organizational compliance,... View More	15748
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 10:30 AM	11:30 AM	Venetian, Level 4, Delfino 4002	1981	0	11058	Building a Secure and Healthcare-Compliant Platform for Adopting a Cloud-First Strategy Using AWS	HLC307 -	This session provides an overview of how Change Healthcare invested in people, process, and an automation platform to adopt a cloud-first strategy. Starting from building a... View More	15749
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 4:45 PM	5:45 PM	Venetian, Level 4, Delfino 4002	1981	0	11059	Healthcare Payers and Serverless Batch Processing Engines	HLC308 -	In this session, hear how Cambia Health, a nonprofit health insurance company, created a self-service data model to convert a large-scale, on-premises batch processing model... View More	16683
		Session enrollment has not yet begun.<br />	Thursday, Nov 30, 1:00 PM	2:00 PM	Aria, Level 3, Juniper 4	2030	0	11473	The IoT Offering Explained in Plain English	IOT201 -	This session can help you better understand how to leverage different AWS services to build an IoT application. Learn the value of each AWS service in the Internet of Things... View More	16526
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 1:00 PM	2:00 PM	Aria, Level 1, Pinyon 2	2032	0	10511	Transforming Industry Verticals with AWS IoT	IOT202 -	How do customers use IoT to transform their businesses and unlock innovation? In this session, we have several AWS customers discuss how AWS IoT has helped them transform... View More	16528
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 11:30 AM	12:30 PM	Aria, Level 3, Ironwood 5	2031	0	11459	One Message to a Million Things - Done in 60 seconds with AWS IoT	IOT308 -	The AWS IoT message broker is a fully managed publish/subscribe broker service that enables the sending and receiving of messages between devices and applications with high... View More	16521
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 11:30 AM	12:30 PM	Aria, Level 3, Juniper 1	2028	0	10515	Customer Stories of Things, Cloud, and Analytics on AWS	IOT311 -	In this session, AWS IoT customers talk about the nuances, successes, and challenges of running large-scale IoT deployments on AWS. Hear from customers who have been... View More	16527
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 4:45 PM	5:45 PM	Aria, Level 3, Juniper 3	2029	0	10516	IoT @ Enel: a New Generation IoT Core Platform	IOT312 -	This session provides a technical overview of a new-generation core IoT platform, designed and implemented by Enel in partnership with AWS IoT. The core IoT platform provides... View More	16530
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 8:30 AM	9:30 AM	Aria, Level 3, Ironwood 5	2031	0	11463	AWS IoT Rules Engine	IOT315 -	This session covers best practices for using the AWS IoT rules engine when implementing routing, validation, or augmenting of messages that are sent through AWS IoT. In... View More	16535
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 1:00 PM	2:00 PM	Aria, Level 3, Juniper 4	2030	0	11465	Delighting Customers Through Device Data with Salesforce and AWS	IOT401 -	The Internet of Things produces vast quantities of data that promises a deep, always connected view into customer experiences through customer devices. But how do you ingest... View More	15059
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 12:15 PM	1:15 PM	Venetian, Level 3, Murano 3203	1963	0	10535	SAGE Bionetworks, the Digital Mammography DREAM Challenge and How AWS Enables Consortium Science to Accelerate Discovery	LFS301 -	DREAM Challenges pose fundamental questions about systems biology and translational medicine. Designed and run by a community of researchers from a variety of organizations,... View More	14467
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 3:15 PM	4:15 PM	Venetian, Level 5, Palazzo P	1988	0	10536	Real World Evidence Platforms to Enable Therapeutic Innovation	LFS302 -	Historically, there has been an information asymmetry in pharmaceutical R&D where the biopharmaceutical companies had the deepest understanding and knowledge about their... View More	14474
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 3:15 PM	4:15 PM	Venetian, Level 3, Murano 3203	1963	0	10539	Born in the AWS Cloud: How Eagle Genomics Uses AWS to Process Billions of DNA Sequence Reads	LFS304 -	With the increasing use of genomic sequencing for scientific discovery, the rate-limiting step for researchers is not in obtaining genetic code, but in having the capacity... View More	14507
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 10:45 AM	11:45 AM	Venetian, Level 3, Murano 3203	1963	0	10540	How Eli Lilly Leverages AWS as a Clinical Innovation Platform to Change the Patient Experience in Healthcare	LFS306 -	The Clinical Innovation Labs team at Eli Lilly and Company is leveraging AWS services, design thinking methodology, and co-creation to transform ideas for translating... View More	15680
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 4:45 PM	5:45 PM	Venetian, Level 5, Palazzo P	1988	0	10541	Becoming a Dynamic Pharma Marketing Organization Using AWS	LFS307 -	Pharmaceutical company processes tend to be slow when dealing with customer-facing applications that contain FDA-validated messages, all while maintaining infrastructure and... View More	15746
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 5:30 PM	6:30 PM	Venetian, Level 4, Delfino 4005	1982	0	10586	Boom for Your Buck: Rendering with Spot and Deadline on AWS	MAE301 -	Learn how Amazon EC2 Spot and Thinkbox Deadline can make your VFX and CG renders explode off the screen, with minimal effort and low cost. This session focuses on rendering... View More	14508
